0.0000000000000000e+00	-0.0000000000000000e+00	-0.0000000000000000e+00
2.0000000000000000e-02	-7.9989333653329275e-02	-7.9989333648329761e-02
4.0000000000000001e-02	-1.5991467690614655e-01	-1.5991467689615005e-01
5.9999999999999998e-02	-2.3971207775111369e-01	-2.3971207773612582e-01
8.0000000000000002e-02	-3.1931766094676450e-01	-3.1931766092679320e-01
1.0000000000000001e-01	-3.9866766634926148e-01	-3.9866766632431733e-01
1.2000000000000001e-01	-4.7769848718276664e-01	-4.7769848715286223e-01
1.4000000000000001e-01	-5.5634670822801136e-01	-5.5634670819316467e-01
1.6000000000000000e-01	-6.3454914390869255e-01	-6.3454914386892114e-01
1.7999999999999999e-01	-7.1224287625537208e-01	-7.1224287621069671e-01
1.9999999999999998e-01	-7.8936529272661904e-01	-7.8936529267706346e-01
2.1999999999999997e-01	-8.6585412386720495e-01	-8.6585412381279436e-01
2.3999999999999996e-01	-9.4164748078324334e-01	-9.4164748072400994e-01
2.5999999999999995e-01	-1.0166838924142569e+00	-1.0166838923502308e+00
2.7999999999999997e-01	-1.0909023425822593e+00	-1.0909023425134745e+00
2.9999999999999999e-01	-1.1642423067980427e+00	-1.1642423067245380e+00
3.2000000000000001e-01	-1.2366437888049977e+00	-1.2366437887268067e+00
3.4000000000000002e-01	-1.3080473568409041e+00	-1.3080473567580730e+00
3.6000000000000004e-01	-1.3783941795982932e+00	-1.3783941795108621e+00
3.8000000000000006e-01	-1.4476260618641135e+00	-1.4476260617721384e+00
4.0000000000000008e-01	-1.5156854798196093e+00	-1.5156854797231334e+00
4.2000000000000010e-01	-1.5825156159814795e+00	-1.5825156158805520e+00
4.4000000000000011e-01	-1.6480603937655673e+00	-1.6480603936602398e+00
4.6000000000000013e-01	-1.7122645116545232e+00	-1.7122645115448598e+00
4.8000000000000015e-01	-1.7750734769510790e+00	-1.7750734768371403e+00
5.0000000000000011e-01	-1.8364336390987792e+00	-1.8364336389806215e+00
5.2000000000000013e-01	-1.8962922225522298e+00	-1.8962922224299128e+00
5.4000000000000015e-01	-1.9545973591791566e+00	-1.9545973590527528e+00
5.6000000000000016e-01	-2.0112981201767930e+00	-2.0112981200463675e+00
5.8000000000000018e-01	-2.0663445474853646e+00	-2.0663445473510014e+00
6.0000000000000020e-01	-2.1196876846816850e+00	-2.1196876845434218e+00
6.2000000000000022e-01	-2.1712796073361531e+00	-2.1712796071940730e+00
6.4000000000000024e-01	-2.2210734528166789e+00	-2.2210734526708613e+00
6.6000000000000025e-01	-2.2690234495233903e+00	-2.2690234493739250e+00
6.8000000000000027e-01	-2.3150849455381994e+00	-2.3150849453851579e+00
7.0000000000000029e-01	-2.3592144366736667e+00	-2.3592144365171617e+00
7.2000000000000031e-01	-2.4013695939058359e+00	-2.4013695937459150e+00
7.4000000000000032e-01	-2.4415092901760809e+00	-2.4415092900128479e+00
7.6000000000000034e-01	-2.4795936265472793e+00	-2.4795936263808085e+00
7.8000000000000036e-01	-2.5155839576999739e+00	-2.5155839575303580e+00
8.0000000000000038e-01	-2.5494429167545105e+00	-2.5494429165818455e+00
8.2000000000000040e-01	-2.5811344394054787e+00	-2.5811344392298410e+00
8.4000000000000041e-01	-2.6106237873551166e+00	-2.6106237871766393e+00
8.6000000000000043e-01	-2.6378775710327238e+00	-2.6378775708514692e+00
8.8000000000000045e-01	-2.6628637715874399e+00	-2.6628637714035155e+00
9.0000000000000047e-01	-2.6855517621421630e+00	-2.6855517619556628e+00
9.2000000000000048e-01	-2.7059123282967041e+00	-2.7059123281077220e+00
9.4000000000000050e-01	-2.7239176878686937e+00	-2.7239176876773796e+00
9.6000000000000052e-01	-2.7395415098611138e+00	-2.7395415096675126e+00
9.8000000000000054e-01	-2.7527589326457274e+00	-2.7527589324499466e+00
1.0000000000000004e+00	-2.7635465813520725e+00	-2.7635465811542157e+00
1.0200000000000005e+00	-2.7718825844520909e+00	-2.7718825842522388e+00
1.0400000000000005e+00	-2.7777465895308557e+00	-2.7777465893291513e+00
1.0600000000000005e+00	-2.7811197782342907e+00	-2.7811197780308716e+00
1.0800000000000005e+00	-2.7819848803851732e+00	-2.7819848801801328e+00
1.1000000000000005e+00	-2.7803261872591407e+00	-2.7803261870525802e+00
1.1200000000000006e+00	-2.7761295640128449e+00	-2.7761295638049557e+00
1.1400000000000006e+00	-2.7693824612568227e+00	-2.7693824610475946e+00
1.1600000000000006e+00	-2.7600739257660871e+00	-2.7600739255556768e+00
1.1800000000000006e+00	-2.7481946103218813e+00	-2.7481946101104513e+00
1.2000000000000006e+00	-2.7337367826784691e+00	-2.7337367824661416e+00
1.2200000000000006e+00	-2.7166943336492895e+00	-2.7166943334361164e+00
1.2400000000000007e+00	-2.6970627843072421e+00	-2.6970627840933630e+00
1.2600000000000007e+00	-2.6748392922943198e+00	-2.6748392920798039e+00
1.2800000000000007e+00	-2.6500226572362551e+00	-2.6500226570213372e+00
1.3000000000000007e+00	-2.6226133252583121e+00	-2.6226133250429737e+00
1.3200000000000007e+00	-2.5926133925987940e+00	-2.5926133923833325e+00
1.3400000000000007e+00	-2.5600266083173087e+00	-2.5600266081016323e+00
1.3600000000000008e+00	-2.5248583760952918e+00	-2.5248583758796350e+00
1.3800000000000008e+00	-2.4871157551267409e+00	-2.4871157549112586e+00
1.4000000000000008e+00	-2.4468074600975935e+00	-2.4468074598823200e+00
1.4200000000000008e+00	-2.4039438602526255e+00	-2.4039438600377050e+00
1.4400000000000008e+00	-2.3585369775492300e+00	-2.3585369773348352e+00
1.4600000000000009e+00	-2.3106004838978906e+00	-2.3106004836840999e+00
1.4800000000000009e+00	-2.2601496974896342e+00	-2.2601496972765700e+00
1.5000000000000009e+00	-2.2072015782112149e+00	-2.2072015779989038e+00
1.5200000000000009e+00	-2.1517747221492440e+00	-2.1517747219379268e+00
1.5400000000000009e+00	-2.0938893551849511e+00	-2.0938893549746393e+00
1.5600000000000009e+00	-2.0335673256817239e+00	-2.0335673254726552e+00
1.5800000000000010e+00	-1.9708320962680430e+00	-1.9708320960603043e+00
1.6000000000000010e+00	-1.9057087347188830e+00	-1.9057087345124495e+00
1.6200000000000010e+00	-1.8382239039391324e+00	-1.8382239037342856e+00
1.6400000000000010e+00	-1.7684058510530201e+00	-1.7684058508498375e+00
1.6600000000000010e+00	-1.6962843956040257e+00	-1.6962843954026734e+00
1.6800000000000010e+00	-1.6218909168701807e+00	-1.6218909166707245e+00
1.7000000000000011e+00	-1.5452583403001490e+00	-1.5452583401026250e+00
1.7200000000000011e+00	-1.4664211230759074e+00	-1.4664211228805273e+00
1.7400000000000011e+00	-1.3854152388083145e+00	-1.3854152386151286e+00
1.7600000000000011e+00	-1.3022781613722942e+00	-1.3022781611814620e+00
1.7800000000000011e+00	-1.2170488478888142e+00	-1.2170488477004564e+00
1.8000000000000012e+00	-1.1297677208612718e+00	-1.1297677206753602e+00
1.8200000000000012e+00	-1.0404766494743518e+00	-1.0404766492911739e+00
1.8400000000000012e+00	-9.4921893006384339e-01	-9.4921892988339229e-01
1.8600000000000012e+00	-8.5603926576634537e-01	-8.5603926558867427e-01
1.8800000000000012e+00	-7.6098374535821156e-01	-7.6098374518358547e-01
1.9000000000000012e+00	-6.6409982129351008e-01	-6.6409982112195876e-01
1.9200000000000013e+00	-5.6543628695119441e-01	-5.6543628678279079e-01
1.9400000000000013e+00	-4.6504325310209760e-01	-4.6504325293702892e-01
1.9600000000000013e+00	-3.6297212360676401e-01	-3.6297212344491570e-01
1.9800000000000013e+00	-2.5927557035554538e-01	-2.5927557019722602e-01
2.0000000000000013e+00	-1.5400750746278691e-01	-1.5400750730801457e-01
2.0200000000000014e+00	-4.7223064727313524e-02	-4.7223064576244290e-02
2.0400000000000014e+00	6.1021439628168972e-02	6.1021439775532649e-02
2.0600000000000014e+00	1.7066852692578038e-01	1.7066852706927685e-01
2.0800000000000014e+00	2.8165958669590996e-01	2.8165958683559200e-01
2.1000000000000014e+00	3.9393490602166170e-01	3.9393490615731164e-01
2.1200000000000014e+00	5.0743369955021467e-01	5.0743369968172158e-01
2.1400000000000015e+00	6.2209414015662601e-01	6.2209414028409815e-01
2.1600000000000015e+00	7.3785339024528818e-01	7.3785339036850728e-01
2.1800000000000015e+00	8.5464763367388397e-01	8.5464763379277109e-01
2.2000000000000015e+00	9.7241210828434954e-01	9.7241210839884573e-01
2.2200000000000015e+00	1.0910811390250430e+00	1.0910811391350232e+00
2.2400000000000015e+00	1.2105881716479738e+00	1.2105881717535238e+00
2.2600000000000016e+00	1.3308658069646493e+00	1.3308658070654584e+00
2.2800000000000016e+00	1.4518458356437745e+00	1.4518458357399771e+00
2.3000000000000016e+00	1.5734592735337607e+00	1.5734592736252588e+00
2.3200000000000016e+00	1.6956363974926956e+00	1.6956363975794215e+00
2.3400000000000016e+00	1.8183067817081398e+00	1.8183067817899505e+00
2.3600000000000017e+00	1.9413993344888667e+00	1.9413993345657337e+00
2.3800000000000017e+00	2.0648423355103640e+00	2.0648423355822545e+00
2.4000000000000017e+00	2.1885634734956869e+00	2.1885634735626289e+00
2.4200000000000017e+00	2.3124898843129853e+00	2.3124898843749055e+00
2.4400000000000017e+00	2.4365481894708072e+00	2.4365481895275800e+00
2.4600000000000017e+00	2.5606645349920281e+00	2.5606645350436072e+00
2.4800000000000018e+00	2.6847646306470621e+00	2.6847646306935076e+00
