1.0000000000000000e+00	3.5170310591839166e+02	6.6315014812175946e+01
5.0000000000000000e-01	1.5073954140216701e+03	6.2048369179261864e-01
2.5000000000000000e-01	3.0856609156879836e+02	3.6585004601437113e-02
1.2500000000000000e-01	1.8715274847342744e+01	1.2044460505614858e-03
6.2500000000000000e-02	4.9743222568029557e+00	3.8043875539916163e-05
3.1250000000000000e-02	1.5068601323433768e+00	1.1924846821317244e-06
1.5625000000000000e-02	5.8719283049151572e-01	3.7295988243067699e-08
7.8125000000000000e-03	2.6016422649319476e-01	1.1657521607776856e-09
3.9062500000000000e-03	1.2260319635128436e-01	3.6430671563559764e-11
1.9531250000000000e-03	5.9533372633772147e-02	1.1380304798213755e-12
9.7656250000000000e-04	2.9336807671241055e-02	3.8875099055410467e-14
4.8828125000000000e-04	1.4562425037876338e-02	2.7669109647978977e-16
2.4414062500000000e-04	7.2549022358189526e-03	7.1939685084745346e-15
1.2207031250000000e-04	3.6208964783621825e-03	8.8541150873532727e-15
6.1035156250000000e-05	1.8088124382032755e-03	1.4249591468709173e-14
