0	1.51098
0.00013	1.81376
0.00026	2.08587
0.00039	2.3228
0.00052	2.52067
0.00065	2.67623
0.00078	2.78695
0.00091	2.85105
0.00104	2.86754
0.00117	2.83621
0.0013	2.75764
0.00143	2.63322
0.00156	2.46509
0.00169	2.25612
0.00182	2.00985
0.00195	1.73043
0.00208	1.42257
0.00221	1.09145
0.00234	0.742613
0.00247	0.381907
0.0026	0.015358
0.00273	0.350915
0.00286	0.710809
0.00299	1.05833
0.00312	1.38771
0.00325	1.69348
0.00338	1.97058
0.00351	2.21443
0.00364	2.42101
0.00377	2.58694
0.0039	2.70951
0.00403	2.78673
0.00416	2.81738
0.00429	2.80103
0.00442	2.738
0.00455	2.62942
0.00468	2.47715
0.00481	2.28381
0.00494	2.05268
0.00507	1.78765
0.0052	1.49319
0.00533	1.17427
0.00546	0.836214
0.00559	0.484701
0.00572	0.125604
0.00585	0.235078
0.00598	0.591331
0.00611	0.937223
0.00624	1.267
0.00637	1.57519
0.0065	1.85669
0.00663	2.10684
0.00676	2.32151
0.00689	2.49717
0.00702	2.63096
0.00715	2.72069
0.00728	2.76494
0.00741	2.76303
0.00754	2.71506
0.00767	2.62189
0.0078	2.48513
0.00793	2.30714
0.00806	2.09092
0.00819	1.84014
0.00832	1.55903
0.00845	1.25232
0.00858	0.92515
0.00871	0.583009
0.00884	0.231621
0.00897	0.123144
0.0091	0.475366
0.00923	0.819177
0.00936	1.14886
0.00949	1.45893
0.00962	1.74425
0.00975	2.00009
0.00988	2.22224
0.01001	2.40703
0.01014	2.55143
0.01027	2.65309
0.0104	2.71038
0.01053	2.72239
0.01066	2.689
0.01079	2.61082
0.01092	2.4892
0.01105	2.32625
0.01118	2.12473
0.01131	1.88806
0.01144	1.62022
0.01157	1.32573
0.0117	1.00953
0.01183	0.676929
0.01196	0.333485
0.01209	0.0150568
0.01222	0.362878
0.01235	0.704181
0.01248	1.03328
0.01261	1.34471
0.01274	1.6333
0.01287	1.89427
0.013	2.1233
0.01313	2.31662
0.01326	2.47105
0.01339	2.58406
0.01352	2.65384
0.01365	2.67926
0.01378	2.65998
0.01391	2.59636
0.01404	2.48953
0.01417	2.34133
0.0143	2.15428
0.01443	1.93155
0.01456	1.67691
0.01469	1.39463
0.01482	1.08948
0.01495	0.766553
0.01508	0.43127
0.01521	0.0892374
0.01534	0.253834
0.01547	0.592222
0.0156	0.92029
0.01573	1.23258
0.01586	1.52391
0.01599	1.78944
0.01612	2.02478
0.01625	2.22605
0.01638	2.38993
0.01651	2.51373
0.01664	2.59546
0.01677	2.63379
