0	113577
0.5	96.9592
1	39677.5
1.5	805.948
2	24427.4
2.5	1490.69
3	16693.3
3.5	1964.67
4	11411.2
4.5	2487.67
5	7984.39
5.5	2904.84
6	5688.03
6.5	3061.25
7	3886.44
7.5	3147.35
8	2550.53
8.5	3217.9
9	1666.28
9.5	3128.5
10	1028.44
10.5	2931.94
11	558.509
11.5	2756.82
12	271.751
12.5	2543.36
13	111.089
13.5	2248.83
14	23.5263
14.5	1969.21
15	0.0660001
15.5	1725.56
16	17.6576
16.5	1457.72
17	58.1628
17.5	1192.95
18	118.382
18.5	979.687
19	177.738
19.5	787.288
20	226.359
20.5	598.88
21	277.609
21.5	447.47
22	321.612
22.5	332.328
23	341.067
23.5	229.462
24	351.797
24.5	146.432
25	362.744
25.5	91.6027
26	355.151
26.5	51.7798
27	332.25
27.5	22.2524
28	313.977
28.5	6.80273
29	291.716
29.5	0.843759
30	255.732
30.5	0.701496
31	222.34
31.5	6.05453
32	195.671
32.5	12.9347
33	163.339
33.5	21.1411
34	130.204
34.5	32.2281
35	105.914
35.5	40.9212
36	84.0878
36.5	46.2418
37	60.8442
37.5	53.0996
38	43.3287
38.5	59.0151
39	31.4219
39.5	59.1178
40	19.9314
40.5	58.4745
41	10.8175
41.5	59.8056
42	5.95147
42.5	56.727
43	2.64999
43.5	50.9238
44	0.432896
44.5	47.5861
45	0.0147481
45.5	43.9261
46	0.374905
46.5	36.754
47	1.5879
47.5	31.0219
48	3.57351
48.5	27.3826
49	4.81681
49.5	22.0272
50	6.24239
50.5	16.3721
51	8.56752
51.5	13.2406
52	9.84061
52.5	10.2942
53	9.92452
53.5	6.61821
54	11.0842
54.5	4.34096
55	12.0979
55.5	3.12605
56	11.1186
56.5	1.62935
57	10.6416
57.5	0.574385
58	10.9723
58.5	0.251061
59	9.94147
59.5	0.0457931
60	8.33465
60.5	0.0620033
61	7.89005
61.5	0.271551
62	7.25505
62.5	0.369529
63	5.54798
63.5	0.810006
64	4.52461
64.5	1.41877
65	4.19477
65.5	1.45335
66	3.11215
66.5	1.55673
67	2.00022
67.5	2.12812
68	1.72111
68.5	2.18678
69	1.34557
69.5	1.89957
70	0.663515
70.5	2.22428
71	0.39966
71.5	2.45008
72	0.333801
72.5	1.9747
73	0.112912
73.5	1.81994
74	0.00329319
74.5	2.06077
75	0.00781719
75.5	1.71312
76	0.00662368
76.5	1.23959
77	0.106138
77.5	1.31688
78	0.15398
78.5	1.22779
79	0.121545
79.5	0.750256
80	0.283456
80.5	0.619088
81	0.433497
81.5	0.672712
82	0.321293
82.5	0.407649
83	0.355733
83.5	0.190666
84	0.575887
84.5	0.236802
85	0.494793
85.5	0.175084
86	0.347842
86.5	0.0330456
87	0.507649
87.5	0.0296574
88	0.546489
88.5	0.0371227
89	0.320221
89.5	0.00886626
90	0.328052
