0	32197.2
0.714286	-2634.06
1.42857	-10888.3
2.14286	2227.5
2.85714	-1506.41
3.57143	5186.11
4.28571	5953.97
5	-10488.6
5.71429	-3091.47
6.42857	9144.63
7.14286	-196.336
7.85714	-2349.17
8.57143	-394.988
9.28571	-3697.56
10	4094.62
10.7143	5028.36
11.4286	-6219.28
12.1429	-2445.61
12.8571	4124.58
13.5714	167.937
14.2857	694.889
15	-662.823
15.7143	-4135.88
16.4286	2838.82
17.1429	4035.95
17.8571	-3522.45
18.5714	-1615.11
19.2857	1386.3
20	-63.653
20.7143	2009.99
21.4286	-358.334
22.1429	-3790.13
22.8571	1704.02
23.5714	2918.7
24.2857	-1731.29
25	-751.43
25.7143	-108.597
26.4286	-450.342
27.1429	2370.53
27.8571	37.1831
28.5714	-3052.7
29.2857	853.343
30	1825.49
30.7143	-629.645
31.4286	-1.73488
32.1429	-799.249
32.8571	-777.333
33.5714	2187.8
34.2857	326.999
35	-2184.62
35.7143	319.687
36.4286	883.351
37.1429	-45.2811
37.8571	545.36
38.5714	-981.848
39.2857	-952.659
40	1742.14
40.7143	452.034
41.4286	-1360.49
42.1429	59.6858
42.8571	166.053
43.5714	184.168
44.2857	861.712
45	-878.719
45.7143	-961.825
46.4286	1223.38
47.1429	427.025
47.8571	-682.476
48.5714	-4.89479
49.2857	-306.103
50	202.332
50.7143	968.07
51.4286	-652.944
52.1429	-837.142
52.8571	749.704
53.5714	301.046
54.2857	-192.418
55	42.2279
55.7143	-554.799
56.4286	121.79
57.1429	914.432
57.8571	-411.778
58.5714	-632.673
59.2857	382.005
60	130.974
60.7143	113.155
61.4286	131.43
62.1429	-628.718
62.8571	19.6922
63.5714	758.51
64.2857	-213.096
65	-399.739
65.7143	135.496
66.4286	-33.9622
67.1429	260.703
67.8571	211.697
68.5714	-577.947
69.2857	-59.1769
70	553.282
70.7143	-79.5468
71.4286	-179.541
72.1429	-2.94176
72.8571	-163.96
73.5714	297.228
74.2857	258.774
75	-463.585
75.7143	-97.5917
76.4286	350.763
77.1429	-11.4734
77.8571	-5.74148
78.5714	-57.08
79.2857	-241.399
80	264.231
80.7143	263.792
81.4286	-326.232
82.1429	-95.7796
82.8571	175.651
83.5714	7.04895
84.2857	114.612
85	-59.0448
85.7143	-268.876
86.4286	200.396
87.1429	234.002
87.8571	-199.121
88.5714	-66.0338
89.2857	47.0884
90	-4.83825
90.7143	178.153
91.4286	-34.4036
92.1429	-253.066
92.8571	131.11
93.5714	180.123
94.2857	-97.4143
95	-22.1062
95.7143	-34.423
96.4286	-28.8616
97.1429	195.584
97.8571	-3.87635
98.5714	-209.139
99.2857	73.2962
100	116.764
100.714	-27.6839
101.429	22.6944
102.143	-74.9463
102.857	-51.8468
103.571	180.947
104.286	20.465
105	-151.819
105.714	33.8007
106.429	56.1225
107.143	11.9845
107.857	58.9263
108.571	-84.6834
109.286	-66.2822
110	148.436
110.714	33.5773
111.429	-94.2728
112.143	12.9272
112.857	6.91156
113.571	27.9717
114.286	81.6748
115	-74.688
115.714	-69.08
116.429	108.778
117.143	35.1435
117.857	-44.9983
118.571	6.50416
119.286	-26.4848
120	28.3991
120.714	89.8848
121.429	-55.5688
